"Problem","Package","File","Line","Priority","Description","Rule set","Rule"
"1983","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","26","Possible unsafe assignment to a non-final static field in a constructor.","Design Rules","AssignmentToNonFinalStatic"
"1984","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","26","Possible unsafe assignment to a non-final static field in a constructor.","Design Rules","AssignmentToNonFinalStatic"
"1985","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1986","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","27","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1987","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","38","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1988","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","46","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1989","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","47","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1990","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","49","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1991","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","62","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1992","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","76","Parameter 'values' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1993","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","117","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"1994","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","117","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"1995","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","136","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"1996","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","173","Parameter 'dateFormatLabel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1997","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","191","Parameter 'datePicker' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1998","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","200","Parameter 'aFlag' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1999","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","202","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2000","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","204","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2001","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","212","Parameter 'isOpaque' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2002","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","214","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2003","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","216","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2004","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","226","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2005","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/DateTypePanel.java","3","234","Document empty method","Design Rules","UncommentedEmptyMethod"
"2006","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","25","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2007","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","26","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2008","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","27","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2009","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","31","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2010","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","32","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2011","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","36","Consider simply returning the value vs storing it in local variable 'listBox'","Design Rules","UnnecessaryLocalBeforeReturn"
"2012","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","53","Consider simply returning the value vs storing it in local variable 'listBox'","Design Rules","UnnecessaryLocalBeforeReturn"
"2013","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","67","Parameter 'values' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2014","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/EnumTypePanel.java","3","73","Parameter 'condition' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2015","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/IComponent.java","3","9","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"2016","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/IComponent.java","3","9","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"2017","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/IComponent.java","3","11","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"2018","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/IComponent.java","3","11","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"2019","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/IComponent.java","3","13","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"2020","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","19","The class 'NumberTypePanel' has a Cyclomatic Complexity of 4 (Highest = 10).","Code Size Rules","CyclomaticComplexity"
"2021","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","41","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2022","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","42","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2023","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","43","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"2024","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","47","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2025","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","72","Parameter 'values' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2026","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","72","The method 'setValues' has a Cyclomatic Complexity of 10.","Code Size Rules","CyclomaticComplexity"
"2027","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","74","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2028","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","79","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"2029","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","79","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"2030","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","79","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2031","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","81","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"2032","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","83","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2033","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","83","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2034","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","85","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2035","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","85","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2036","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","93","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2037","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","94","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"2038","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","113","Avoid assigments in operands","Controversial Rules","AssignmentInOperand"
"2039","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","113","String.indexOf(char) is faster than String.indexOf(String)","String and StringBuffer Rules","UseIndexOfChar"
"2040","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","113","String.indexOf(char) is faster than String.indexOf(String)","String and StringBuffer Rules","UseIndexOfChar"
"2041","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","124","Avoid assigments in operands","Controversial Rules","AssignmentInOperand"
"2042","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","124","String.indexOf(char) is faster than String.indexOf(String)","String and StringBuffer Rules","UseIndexOfChar"
"2043","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","124","String.indexOf(char) is faster than String.indexOf(String)","String and StringBuffer Rules","UseIndexOfChar"
"2044","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","136","Avoid excessively long variable names like formattedTextField","Naming Rules","LongVariable"
"2045","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","137","Avoid excessively long variable names like attributeTypeInformation","Naming Rules","LongVariable"
"2046","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","137","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2047","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/NumberTypePanel.java","3","157","Parameter 'condition' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2048","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","31","The class 'ParseXMLFile' has a Cyclomatic Complexity of 3 (Highest = 11).","Code Size Rules","CyclomaticComplexity"
"2049","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","39","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2050","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","39","Perhaps 'xmlFileName' could be replaced by a local variable.","Controversial Rules","SingularField"
"2051","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","39","This final field could be made static","Design Rules","FinalFieldCouldBeStatic"
"2052","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","44","Avoid excessively long variable names like nonEnumDataTypeToConditionMap","Naming Rules","LongVariable"
"2053","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","44","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2054","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","44","Private field 'nonEnumDataTypeToConditionMap' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"2055","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","45","Avoid excessively long variable names like nonEnumDataTypeToComponentMap","Naming Rules","LongVariable"
"2056","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","45","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2057","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","45","Private field 'nonEnumDataTypeToComponentMap' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"2058","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","46","Avoid excessively long variable names like enumDataTypeToConditionMap","Naming Rules","LongVariable"
"2059","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","46","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2060","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","46","Private field 'enumDataTypeToConditionMap' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"2061","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","47","Avoid excessively long variable names like enumDataTypeToComponentMap","Naming Rules","LongVariable"
"2062","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","47","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2063","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","47","Private field 'enumDataTypeToComponentMap' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"2064","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","61","Singleton is not thread safe","Design Rules","NonThreadSafeSingleton"
"2065","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","72","Parameter 'elem' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2066","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","77","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"2067","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","81","Deeply nested if..then statements are hard to read","Design Rules","AvoidDeeplyNestedIfStmts"
"2068","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","83","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"2069","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","94","Parameter 'node' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2070","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","101","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2071","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","104","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2072","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","111","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2073","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","117","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2074","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","130","Avoid excessively long variable names like dataTypeToConditionMap","Naming Rules","LongVariable"
"2075","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","130","Parameter 'dataTypeNodes' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2076","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","130","Parameter 'dataTypeToConditionMap' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2077","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","130","The method 'readDataTypeDetailsForAllNode' has a Cyclomatic Complexity of 11.","Code Size Rules","CyclomaticComplexity"
"2078","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","131","Parameter 'dataTypeToComponentMap' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2079","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","135","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2080","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","148","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"2081","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","150","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"2082","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","160","Deeply nested if..then statements are hard to read","Design Rules","AvoidDeeplyNestedIfStmts"
"2083","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/ParseXMLFile.java","3","170","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"2084","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","38","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2085","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","39","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2086","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","44","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2087","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","66","Parameter 'values' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2088","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","68","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"2089","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","73","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"2090","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","73","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"2091","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","73","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2092","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","75","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"2093","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","77","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2094","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","77","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2095","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","79","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2096","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","79","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2097","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","87","Avoid appending characters as strings in StringBuffer.append","String and StringBuffer Rules","AppendCharacterWithChar"
"2098","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","88","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"2099","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","114","Document empty method","Design Rules","UncommentedEmptyMethod"
"2100","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/StringTypePanel.java","3","114","Parameter 'condition' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2101","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","33","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"2102","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","33","The class 'SwingUIManager' has a Cyclomatic Complexity of 11 (Highest = 10).","Code Size Rules","CyclomaticComplexity"
"2103","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","44","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"2104","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","44","Parameter 'attributeEntity' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2105","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","44","Parameter 'parseFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2106","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","44","The method 'generateUIPanel' has a Cyclomatic Complexity of 10.","Code Size Rules","CyclomaticComplexity"
"2107","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","50","Avoid excessively long variable names like attributeTypeInformation","Naming Rules","LongVariable"
"2108","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","50","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2109","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","53","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"2110","edu.wustl.cab2b.client.ui.main","source/client/main/edu/wustl/cab2b/client/ui/main/SwingUIManager.java","3","216","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"2111","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","4","8","Avoid unused imports such as 'java.awt.Toolkit'","Import Statement Rules","UnusedImports"
"2112","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","4","8","Avoid unused imports such as 'java.awt.Toolkit'","Import Statement Rules","UnusedImports"
"2113","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","4","36","Avoid unused imports such as 'edu.wustl.cab2b.client.ui.util.CommonUtils'","Import Statement Rules","UnusedImports"
"2114","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","4","36","Avoid unused imports such as 'edu.wustl.cab2b.client.ui.util.CommonUtils'","Import Statement Rules","UnusedImports"
"2115","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","46","Too many fields","Code Size Rules","TooManyFields"
"2116","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","51","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
